name,URI,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_info,artist_name,artist_pop,album,track_pop,playlistname,mood,language,category,dc0,dc1,dc2,dc3
Sadka,spotify:track:4dPeCbg2Op44s9kwyMS3ZT,0.678,0.547,7,-6.89,0.0286,0.232,0.000176,0.0785,0.579,143.892,343587,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb'}, 'followers': {'href': None, 'total': 2310979}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6Mv8GjQa7LKUGCAqa9qqdb', 'id': '6Mv8GjQa7LKUGCAqa9qqdb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb90b6c3d093f9b02aad628eaf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517490b6c3d093f9b02aad628eaf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17890b6c3d093f9b02aad628eaf', 'width': 160}], 'name': 'Vishal-Shekhar', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb'}",Vishal-Shekhar,71,I Hate Luv Storys (Original Motion Picture Soundtrack),55,Bollywood Romantic Songs,Romance,hi,0,10.945277074764505,37.75626371423615,27.496910025657183,58.778197710235204
Mitwa,spotify:track:0Z5iDLhKIocyLiNwzLdmRc,0.639,0.632,4,-7.542,0.0354,0.295,1.53e-05,0.0945,0.536,107.02,383973,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0L5GV6LN8SWWUWIdBbTLTZ'}, 'followers': {'href': None, 'total': 2502847}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/0L5GV6LN8SWWUWIdBbTLTZ', 'id': '0L5GV6LN8SWWUWIdBbTLTZ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb3db0499a689aa9b4a47ebba3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051743db0499a689aa9b4a47ebba3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1783db0499a689aa9b4a47ebba3', 'width': 160}], 'name': 'Shankar-Ehsaan-Loy', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ'}",Shankar-Ehsaan-Loy,65,Kabhi Alvida Naa Kehna,0,Bollywood Romantic Songs,Romance,hi,1,25.934518043385832,1.2091555586172629,64.36705112662831,21.90479798547986
"Be Intehaan (From ""Race 2"")",spotify:track:077SVSWuifvbBbkPMPP5kw,0.559,0.696,7,-5.583,0.0472,0.536,0.0,0.325,0.391,128.855,290867,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2oSONSC9zQ4UonDKnLqksx'}, 'followers': {'href': None, 'total': 8389072}, 'genres': ['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi'], 'href': 'https://api.spotify.com/v1/artists/2oSONSC9zQ4UonDKnLqksx', 'id': '2oSONSC9zQ4UonDKnLqksx', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc40600e02356cc86f0debe84', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c40600e02356cc86f0debe84', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c40600e02356cc86f0debe84', 'width': 160}], 'name': 'Atif Aslam', 'popularity': 72, 'type': 'artist', 'uri': 'spotify:artist:2oSONSC9zQ4UonDKnLqksx'}",Atif Aslam,72,"Be Intehaan (From ""Race 2"")",0,Bollywood Romantic Songs,Romance,hi,0,4.357535939223964,22.749202177976844,42.561882077780744,43.77603396366245
Maahi,spotify:track:4bIQXffbALkCC0Xo6aTicP,0.463,0.84,9,-4.035,0.0955,0.736,0.0,0.351,0.385,153.941,329107,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0FJz7XR37hH69traaHLijA'}, 'followers': {'href': None, 'total': 947457}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/0FJz7XR37hH69traaHLijA', 'id': '0FJz7XR37hH69traaHLijA', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735cd31847e786b7e1e185e062', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025cd31847e786b7e1e185e062', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515cd31847e786b7e1e185e062', 'width': 64}], 'name': 'Shaarib Toshi', 'popularity': 59, 'type': 'artist', 'uri': 'spotify:artist:0FJz7XR37hH69traaHLijA'}",Shaarib Toshi,59,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),62,Bollywood Romantic Songs,Romance,hi,2,21.212246564003447,47.8829027366185,17.733344312746787,68.90722497560056
Soniyo,spotify:track:4J5OpeZUR2msDPfMsIeGSU,0.637,0.591,9,-6.117,0.0342,0.504,3.29e-06,0.135,0.48,119.956,328440,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7nok5RndHMd3FHe4ubHX80'}, 'followers': {'href': None, 'total': 13842}, 'genres': ['modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/7nok5RndHMd3FHe4ubHX80', 'id': '7nok5RndHMd3FHe4ubHX80', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733c2acb341ba4d4fc4be0bdbc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023c2acb341ba4d4fc4be0bdbc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513c2acb341ba4d4fc4be0bdbc', 'width': 64}], 'name': 'Raju Singh', 'popularity': 45, 'type': 'artist', 'uri': 'spotify:artist:7nok5RndHMd3FHe4ubHX80'}",Raju Singh,45,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),58,Bollywood Romantic Songs,Romance,hi,0,13.02830931209912,13.834663227991662,51.441435654663984,34.86276423434772
O Saiyyan,spotify:track:1sL8hnnZaB2Xzm1J66y4Tt,0.315,0.461,6,-8.907,0.0327,0.608,0.0,0.107,0.274,165.657,278493,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5fvTHKKzW44A9867nPDocM'}, 'followers': {'href': None, 'total': 1580925}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/5fvTHKKzW44A9867nPDocM', 'id': '5fvTHKKzW44A9867nPDocM', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b22e21de789378f223e1795f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b22e21de789378f223e1795f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b22e21de789378f223e1795f', 'width': 64}], 'name': 'Ajay-Atul', 'popularity': 59, 'type': 'artist', 'uri': 'spotify:artist:5fvTHKKzW44A9867nPDocM'}",Ajay-Atul,59,Agneepath (Original Motion Picture Soundtrack),53,Bollywood Romantic Songs,Romance,hi,2,32.765234932389134,59.563493523349955,5.995786720073607,80.5560053404398
Tera Hone Laga Hoon,spotify:track:4FIaVcEAOlgC94YwwPHznL,0.682,0.769,8,-5.275,0.0306,0.511,0.0,0.111,0.526,119.96,300069,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2oSONSC9zQ4UonDKnLqksx'}, 'followers': {'href': None, 'total': 8389072}, 'genres': ['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi'], 'href': 'https://api.spotify.com/v1/artists/2oSONSC9zQ4UonDKnLqksx', 'id': '2oSONSC9zQ4UonDKnLqksx', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc40600e02356cc86f0debe84', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c40600e02356cc86f0debe84', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c40600e02356cc86f0debe84', 'width': 160}], 'name': 'Atif Aslam', 'popularity': 72, 'type': 'artist', 'uri': 'spotify:artist:2oSONSC9zQ4UonDKnLqksx'}",Atif Aslam,72,Best of Atif Aslam,0,Bollywood Romantic Songs,Romance,hi,0,13.111244388542323,13.9006977316363,51.46216063244949,34.90796995569749
"Tu Jaane Na (From ""Ajab Prem Ki Ghazab Kahani"")",spotify:track:1AbtTQRobhzp7QZc1aAY6o,0.702,0.86,7,-3.969,0.0346,0.36,1.33e-06,0.133,0.83,120.045,341933,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2oSONSC9zQ4UonDKnLqksx'}, 'followers': {'href': None, 'total': 8389072}, 'genres': ['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi'], 'href': 'https://api.spotify.com/v1/artists/2oSONSC9zQ4UonDKnLqksx', 'id': '2oSONSC9zQ4UonDKnLqksx', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc40600e02356cc86f0debe84', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c40600e02356cc86f0debe84', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c40600e02356cc86f0debe84', 'width': 160}], 'name': 'Atif Aslam', 'popularity': 72, 'type': 'artist', 'uri': 'spotify:artist:2oSONSC9zQ4UonDKnLqksx'}",Atif Aslam,72,Atif Hit Story,0,Bollywood Romantic Songs,Romance,hi,0,13.27037718508541,14.18220624038742,51.443690510524384,35.097824104611306
"Aa Jao Meri Tamanna (From ""Ajab Prem Ki Ghazab Kahani"")",spotify:track:754nVcTYFVbBTEvRcC4GUt,0.581,0.88,2,-3.776,0.047,0.0388,0.0,0.165,0.658,88.999,240954,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4W91bbPB2CTSsHwt7eqNl7'}, 'followers': {'href': None, 'total': 4365707}, 'genres': ['desi pop', 'filmi', 'modern bollywood', 'sufi'], 'href': 'https://api.spotify.com/v1/artists/4W91bbPB2CTSsHwt7eqNl7', 'id': '4W91bbPB2CTSsHwt7eqNl7', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9327a492ed915d521248aefa', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749327a492ed915d521248aefa', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789327a492ed915d521248aefa', 'width': 160}], 'name': 'Javed Ali', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:4W91bbPB2CTSsHwt7eqNl7'}",Javed Ali,67,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),0,Bollywood Romantic Songs,Romance,hi,3,44.07402625440597,17.39397999957741,82.45909437266275,5.326572167292733
Khabar Nahi,spotify:track:7Esjmr77c4SU5IlMtym7Ho,0.622,0.758,7,-6.641,0.11,0.153,0.0,0.0622,0.436,90.951,259120,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb'}, 'followers': {'href': None, 'total': 2310979}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6Mv8GjQa7LKUGCAqa9qqdb', 'id': '6Mv8GjQa7LKUGCAqa9qqdb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb90b6c3d093f9b02aad628eaf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517490b6c3d093f9b02aad628eaf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17890b6c3d093f9b02aad628eaf', 'width': 160}], 'name': 'Vishal-Shekhar', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb'}",Vishal-Shekhar,71,Dostana (Original Motion Picture Soundtrack),53,Bollywood Romantic Songs,Romance,hi,3,42.00146899032413,15.188193983509999,80.43740308439192,5.892350706501078
Heer,spotify:track:6z3Jt1LszVuGcR8jVxCbYm,0.535,0.58,4,-9.175,0.0495,0.276,2.18e-06,0.176,0.296,80.955,313760,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG'}, 'followers': {'href': None, 'total': 20805529}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1mYsTxnqsietFxj1OgoGbG', 'id': '1mYsTxnqsietFxj1OgoGbG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb19af0ea736c6228d6eb539c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b19af0ea736c6228d6eb539c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b19af0ea736c6228d6eb539c', 'width': 160}], 'name': 'A.R. Rahman', 'popularity': 75, 'type': 'artist', 'uri': 'spotify:artist:1mYsTxnqsietFxj1OgoGbG'}",A.R. Rahman,75,Jab Tak Hai Jaan,0,Bollywood Romantic Songs,Romance,hi,3,52.03921888270392,25.30300441069878,90.45304068916883,4.53960081485069
Saans,spotify:track:7gqToSn6xDLhHOXLrumZJH,0.446,0.666,9,-7.92,0.0723,0.525,1.34e-05,0.152,0.513,81.489,325707,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG'}, 'followers': {'href': None, 'total': 20805529}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1mYsTxnqsietFxj1OgoGbG', 'id': '1mYsTxnqsietFxj1OgoGbG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb19af0ea736c6228d6eb539c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b19af0ea736c6228d6eb539c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b19af0ea736c6228d6eb539c', 'width': 160}], 'name': 'A.R. Rahman', 'popularity': 75, 'type': 'artist', 'uri': 'spotify:artist:1mYsTxnqsietFxj1OgoGbG'}",A.R. Rahman,75,Jab Tak Hai Jaan,0,Bollywood Romantic Songs,Romance,hi,3,51.46873799863413,24.678660583578516,89.89990381692627,3.6702246822169315
Jab Tak Hai Jaan,spotify:track:0mTWdz7BovYm2gnvlQw71L,0.589,0.669,2,-6.377,0.0345,0.585,0.0,0.0827,0.325,98.947,231173,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG'}, 'followers': {'href': None, 'total': 20805529}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1mYsTxnqsietFxj1OgoGbG', 'id': '1mYsTxnqsietFxj1OgoGbG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb19af0ea736c6228d6eb539c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b19af0ea736c6228d6eb539c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b19af0ea736c6228d6eb539c', 'width': 160}], 'name': 'A.R. Rahman', 'popularity': 75, 'type': 'artist', 'uri': 'spotify:artist:1mYsTxnqsietFxj1OgoGbG'}",A.R. Rahman,75,Jab Tak Hai Jaan,0,Bollywood Romantic Songs,Romance,hi,1,34.010955319541075,7.207636664966093,72.44404086055101,13.869508442098622
Hosanna,spotify:track:5NChQ2tXB9q9D8kdkLTWOL,0.571,0.802,7,-7.201,0.0391,0.28,6.43e-05,0.0497,0.596,85.97,331400,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG'}, 'followers': {'href': None, 'total': 20805529}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1mYsTxnqsietFxj1OgoGbG', 'id': '1mYsTxnqsietFxj1OgoGbG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb19af0ea736c6228d6eb539c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b19af0ea736c6228d6eb539c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b19af0ea736c6228d6eb539c', 'width': 160}], 'name': 'A.R. Rahman', 'popularity': 75, 'type': 'artist', 'uri': 'spotify:artist:1mYsTxnqsietFxj1OgoGbG'}",A.R. Rahman,75,Ekk Deewana Tha (Original Motion Picture Soundtrack),59,Bollywood Romantic Songs,Romance,hi,3,46.980197978472795,20.173129955068536,85.41617121815146,0.9147640215994999
Phoolon Jaisi,spotify:track:2ku1q4OkVnHkvx9MhoNloa,0.693,0.652,0,-8.69,0.0562,0.473,0.000333,0.0689,0.753,86.989,325920,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG'}, 'followers': {'href': None, 'total': 20805529}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1mYsTxnqsietFxj1OgoGbG', 'id': '1mYsTxnqsietFxj1OgoGbG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb19af0ea736c6228d6eb539c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b19af0ea736c6228d6eb539c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b19af0ea736c6228d6eb539c', 'width': 160}], 'name': 'A.R. Rahman', 'popularity': 75, 'type': 'artist', 'uri': 'spotify:artist:1mYsTxnqsietFxj1OgoGbG'}",A.R. Rahman,75,Ekk Deewana Tha (Original Motion Picture Soundtrack),35,Bollywood Romantic Songs,Romance,hi,3,45.990363496495085,19.249352094364784,84.4105447185854,2.2962839133761768
Mann Ki Lagan,spotify:track:6yIBUE8mBnR00sUQjAcxy6,0.641,0.483,9,-13.294,0.0386,0.452,0.00199,0.269,0.783,147.873,291920,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/71hjb5G92mGoKRSAW3Cj00'}, 'followers': {'href': None, 'total': 1744306}, 'genres': ['classic bollywood', 'desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/71hjb5G92mGoKRSAW3Cj00', 'id': '71hjb5G92mGoKRSAW3Cj00', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd7e0f6a3b721c781859ce6bc', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d7e0f6a3b721c781859ce6bc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d7e0f6a3b721c781859ce6bc', 'width': 160}], 'name': 'Anu Malik', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:71hjb5G92mGoKRSAW3Cj00'}",Anu Malik,57,Evergreen Romantic Hits,0,Bollywood Romantic Songs,Romance,hi,0,16.180737713701312,42.25133337460205,24.293199912850756,63.03467515155444
Tu Hi Meri Shab Hai,spotify:track:7EbKB8vznSyMh09ezXI66D,0.597,0.898,7,-8.23,0.0316,0.00763,0.814,0.322,0.871,125.993,315787,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4fEkbug6kZzzJ8eYX6Kbbp'}, 'followers': {'href': None, 'total': 6151870}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/4fEkbug6kZzzJ8eYX6Kbbp', 'id': '4fEkbug6kZzzJ8eYX6Kbbp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb09a31f853166e721d4d46b2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b09a31f853166e721d4d46b2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b09a31f853166e721d4d46b2', 'width': 160}], 'name': 'KK', 'popularity': 75, 'type': 'artist', 'uri': 'spotify:artist:4fEkbug6kZzzJ8eYX6Kbbp'}",KK,75,Gangster,0,Bollywood Romantic Songs,Romance,hi,0,7.12002899600758,19.935823490264866,45.415735718480754,40.89792228749359
Jao Na,spotify:track:0rVr5Dn0yGtJYgI2uvktxV,0.63,0.468,7,-7.909,0.0273,0.433,3.17e-05,0.162,0.47,129.935,285053,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bTROl5p3rGTpvKeWnGgrw'}, 'followers': {'href': None, 'total': 563299}, 'genres': ['classic bollywood', 'desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1bTROl5p3rGTpvKeWnGgrw', 'id': '1bTROl5p3rGTpvKeWnGgrw', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf95f20e92773879f369eae52', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f95f20e92773879f369eae52', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f95f20e92773879f369eae52', 'width': 160}], 'name': 'Sohail Sen', 'popularity': 56, 'type': 'artist', 'uri': 'spotify:artist:1bTROl5p3rGTpvKeWnGgrw'}",Sohail Sen,56,What's Your Rashee? (Original Motion Picture Soundtrack),35,Bollywood Romantic Songs,Romance,hi,0,3.145380394244141,23.8294560336768,41.45766116573381,44.821896472316396
Bikhri Bikhri,spotify:track:12Q2I7K7Ifbf7O5hSz80Pp,0.537,0.485,3,-8.19,0.0275,0.74,3.84e-05,0.131,0.292,79.988,281973,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bTROl5p3rGTpvKeWnGgrw'}, 'followers': {'href': None, 'total': 563299}, 'genres': ['classic bollywood', 'desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1bTROl5p3rGTpvKeWnGgrw', 'id': '1bTROl5p3rGTpvKeWnGgrw', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf95f20e92773879f369eae52', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f95f20e92773879f369eae52', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f95f20e92773879f369eae52', 'width': 160}], 'name': 'Sohail Sen', 'popularity': 56, 'type': 'artist', 'uri': 'spotify:artist:1bTROl5p3rGTpvKeWnGgrw'}",Sohail Sen,56,What's Your Rashee? (Original Motion Picture Soundtrack),29,Bollywood Romantic Songs,Romance,hi,3,52.976512123460765,26.195518873965042,91.40435440598831,5.206190097586561
Pyaari Pyaari,spotify:track:1xj1GSbgW8LxBNsnNMhfGo,0.56,0.587,1,-7.757,0.0374,0.557,0.000541,0.271,0.348,159.873,287133,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bTROl5p3rGTpvKeWnGgrw'}, 'followers': {'href': None, 'total': 563299}, 'genres': ['classic bollywood', 'desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1bTROl5p3rGTpvKeWnGgrw', 'id': '1bTROl5p3rGTpvKeWnGgrw', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf95f20e92773879f369eae52', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f95f20e92773879f369eae52', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f95f20e92773879f369eae52', 'width': 160}], 'name': 'Sohail Sen', 'popularity': 56, 'type': 'artist', 'uri': 'spotify:artist:1bTROl5p3rGTpvKeWnGgrw'}",Sohail Sen,56,What's Your Rashee? (Original Motion Picture Soundtrack),19,Bollywood Romantic Songs,Romance,hi,2,26.934862025548608,53.74754309085847,11.529433244203746,74.75772275380513
"Ek Din Teri Raahon (From ""Naqaab"")",spotify:track:551NcbvvOAIEmB8nQ5RMp9,0.602,0.867,2,-4.745,0.113,0.228,1.04e-05,0.0806,0.702,91.991,292000,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4W91bbPB2CTSsHwt7eqNl7'}, 'followers': {'href': None, 'total': 4365707}, 'genres': ['desi pop', 'filmi', 'modern bollywood', 'sufi'], 'href': 'https://api.spotify.com/v1/artists/4W91bbPB2CTSsHwt7eqNl7', 'id': '4W91bbPB2CTSsHwt7eqNl7', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9327a492ed915d521248aefa', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749327a492ed915d521248aefa', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789327a492ed915d521248aefa', 'width': 160}], 'name': 'Javed Ali', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:4W91bbPB2CTSsHwt7eqNl7'}",Javed Ali,67,Naqaab (Original Motion Picture Soundtrack),0,Bollywood Romantic Songs,Romance,hi,3,41.0241699191676,14.286103653122222,79.43336499952643,7.37453082070722
Teri Ore,spotify:track:1fJbtIqkdBsmecBQee4sX8,0.558,0.754,2,-5.586,0.0681,0.157,0.0,0.138,0.672,83.984,336452,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3OLGltG8UPIea8sA4w0yg0'}, 'followers': {'href': None, 'total': 9521681}, 'genres': ['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi'], 'href': 'https://api.spotify.com/v1/artists/3OLGltG8UPIea8sA4w0yg0', 'id': '3OLGltG8UPIea8sA4w0yg0', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebac45eaf028dc58810df0f382', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ac45eaf028dc58810df0f382', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ac45eaf028dc58810df0f382', 'width': 160}], 'name': 'Rahat Fateh Ali Khan', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:3OLGltG8UPIea8sA4w0yg0'}",Rahat Fateh Ali Khan,67,Snoop Dogg Feat. The Panjabi Stars from Bollywood,0,Bollywood Romantic Songs,Romance,hi,3,48.988102552352544,22.183484469511228,87.41723840150632,2.1577348423785643
Labon Ko Labon Se,spotify:track:1zO91fEiXgK3EGoVkGvvtd,0.629,0.812,9,-5.849,0.0399,0.467,4.25e-06,0.358,0.418,107.903,346067,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2bfyLSCw72lQ5qoD8cdVBB'}, 'followers': {'href': None, 'total': 134127}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/2bfyLSCw72lQ5qoD8cdVBB', 'id': '2bfyLSCw72lQ5qoD8cdVBB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9bb41a7fd48e078db3b14324', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749bb41a7fd48e078db3b14324', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789bb41a7fd48e078db3b14324', 'width': 160}], 'name': 'Sreerama Chandra', 'popularity': 49, 'type': 'artist', 'uri': 'spotify:artist:2bfyLSCw72lQ5qoD8cdVBB'}",Sreerama Chandra,49,Rehnuma,0,Bollywood Romantic Songs,Romance,hi,1,25.076388417224358,1.9878902917810704,63.49757183048735,22.839489456282248
