name,URI,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_info,artist_name,artist_pop,album,track_pop,playlistname,mood,language,category,dc0,dc1,dc2,dc3
"Nila Paithale (From ""Olympian Anthony Adam"")",spotify:track:1GME3XscDjB6Bq1UeKzdwQ,0.59,0.386,2,-15.213,0.0417,0.0548,5.02e-05,0.0972,0.349,89.943,300150,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2wPsNCwhEGb0KvChZ5DD52'}, 'followers': {'href': None, 'total': 2644318}, 'genres': ['filmi', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/2wPsNCwhEGb0KvChZ5DD52', 'id': '2wPsNCwhEGb0KvChZ5DD52', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdd746a334ae236bb7a95c1d5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dd746a334ae236bb7a95c1d5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dd746a334ae236bb7a95c1d5', 'width': 160}], 'name': 'K. J. Yesudas', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:2wPsNCwhEGb0KvChZ5DD52'}",K. J. Yesudas,62,Best of K. J. Yesudas & Kaithapram,36,Malayalam sad songs,Sad,ma,3,43.77769756815628,18.28984679647787,81.83814996154683,9.208734445594487
Kanneerppovinte,spotify:track:4A0TmOnfT7ozlUg51PLEZ3,0.747,0.394,9,-10.503,0.0314,0.759,0.0,0.223,0.595,114.567,271992,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3wjaprBWmoSJn4KP9tgkxt'}, 'followers': {'href': None, 'total': 286786}, 'genres': ['filmi', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/3wjaprBWmoSJn4KP9tgkxt', 'id': '3wjaprBWmoSJn4KP9tgkxt', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737fd2f48a08ea2e4eae4fb48a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027fd2f48a08ea2e4eae4fb48a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517fd2f48a08ea2e4eae4fb48a', 'width': 64}], 'name': 'M. G. Sreekumar', 'popularity': 56, 'type': 'artist', 'uri': 'spotify:artist:3wjaprBWmoSJn4KP9tgkxt'}",M. G. Sreekumar,56,Kireedam,42,Malayalam sad songs,Sad,ma,1,18.710939466578505,9.252196215582462,56.917122299011574,29.617918117063482
Unarumee Ganam,spotify:track:4f5iHzPNapVCWh2xECPRtM,0.725,0.442,4,-6.658,0.0289,0.406,1.33e-05,0.146,0.642,95.154,273842,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3g1V61QkmHRGWKQTUAQmhk'}, 'followers': {'href': None, 'total': 224574}, 'genres': ['filmi', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/3g1V61QkmHRGWKQTUAQmhk', 'id': '3g1V61QkmHRGWKQTUAQmhk', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738e0c636df5c067af28d8b9af', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028e0c636df5c067af28d8b9af', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518e0c636df5c067af28d8b9af', 'width': 64}], 'name': 'Venugopal', 'popularity': 32, 'type': 'artist', 'uri': 'spotify:artist:3g1V61QkmHRGWKQTUAQmhk'}",Venugopal,32,Best of G Venugopal,43,Malayalam sad songs,Sad,ma,3,37.798417096352445,10.986059784502388,76.23436942428651,10.067351312069032
Therirangum Mukile,spotify:track:0YGJiYM41DEuEvT0xKtswO,0.785,0.395,2,-11.622,0.0334,0.221,7.21e-05,0.133,0.583,107.968,230600,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2HujlDCi1ggnUSdfgipUxE'}, 'followers': {'href': None, 'total': 303824}, 'genres': ['filmi', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/2HujlDCi1ggnUSdfgipUxE', 'id': '2HujlDCi1ggnUSdfgipUxE', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b5dafe1c123b8f12f078fb29', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b5dafe1c123b8f12f078fb29', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b5dafe1c123b8f12f078fb29', 'width': 64}], 'name': 'P. Jayachandran', 'popularity': 52, 'type': 'artist', 'uri': 'spotify:artist:2HujlDCi1ggnUSdfgipUxE'}",P. Jayachandran,52,Mazhathullikkilukkam (Original Motion Picture Soundtrack),48,Malayalam sad songs,Sad,ma,1,25.39923662143988,5.2384854188510985,63.57358309321113,23.24400700768067
Athiraliyum,spotify:track:4DRTtxYEXvyPBBNJ4LrqBB,0.773,0.508,5,-9.913,0.0337,0.819,0.421,0.211,0.454,113.985,253684,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2einniD11Dbvrwy5nWmn4p'}, 'followers': {'href': None, 'total': 59721}, 'genres': ['mollywood'], 'href': 'https://api.spotify.com/v1/artists/2einniD11Dbvrwy5nWmn4p', 'id': '2einniD11Dbvrwy5nWmn4p', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273305fc1f645b571e0599cd1b5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02305fc1f645b571e0599cd1b5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851305fc1f645b571e0599cd1b5', 'width': 64}], 'name': 'Vishnu Vijay', 'popularity': 41, 'type': 'artist', 'uri': 'spotify:artist:2einniD11Dbvrwy5nWmn4p'}",Vishnu Vijay,41,Guppy (Original Motion Picture Soundtrack),0,Malayalam sad songs,Sad,ma,1,19.19079591816842,8.497121087094634,57.468823223020266,28.98488423588312
Moovanthithaazhvarayil,spotify:track:5t51RAttUeMPKyTD9Df6uD,0.599,0.506,4,-7.782,0.0266,0.474,6.76e-06,0.615,0.503,101.624,306318,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2wPsNCwhEGb0KvChZ5DD52'}, 'followers': {'href': None, 'total': 2644318}, 'genres': ['filmi', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/2wPsNCwhEGb0KvChZ5DD52', 'id': '2wPsNCwhEGb0KvChZ5DD52', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdd746a334ae236bb7a95c1d5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dd746a334ae236bb7a95c1d5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dd746a334ae236bb7a95c1d5', 'width': 160}], 'name': 'K. J. Yesudas', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:2wPsNCwhEGb0KvChZ5DD52'}",K. J. Yesudas,62,Kanmadam,38,Malayalam sad songs,Sad,ma,1,31.335027186936706,4.6422507050733985,69.76458560684993,16.512750267928844
Raree Raariram Raaro,spotify:track:6haudq82Uv6oW7TsSDgirV,0.906,0.2,2,-8.006,0.0431,0.879,0.32,0.093,0.53,95.028,329863,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUtwMti1OiT3lkW6RubgH'}, 'followers': {'href': None, 'total': 1569193}, 'genres': ['filmi'], 'href': 'https://api.spotify.com/v1/artists/2IUtwMti1OiT3lkW6RubgH', 'id': '2IUtwMti1OiT3lkW6RubgH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb72dfdd5e1d46f1356481ecc3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517472dfdd5e1d46f1356481ecc3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17872dfdd5e1d46f1356481ecc3', 'width': 160}], 'name': 'K. S. Chithra', 'popularity': 68, 'type': 'artist', 'uri': 'spotify:artist:2IUtwMti1OiT3lkW6RubgH'}",K. S. Chithra,68,Onnu Muthal Poojyam Vare,35,Malayalam sad songs,Sad,ma,3,37.94203765150878,11.21159176422051,76.36640899264233,9.958377563228765
Attirambil,spotify:track:0ww3hdYm8Y0aGyrUmE3y7P,0.727,0.371,4,-9.218,0.0314,0.853,0.000299,0.093,0.578,129.174,307480,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUtwMti1OiT3lkW6RubgH'}, 'followers': {'href': None, 'total': 1569193}, 'genres': ['filmi'], 'href': 'https://api.spotify.com/v1/artists/2IUtwMti1OiT3lkW6RubgH', 'id': '2IUtwMti1OiT3lkW6RubgH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb72dfdd5e1d46f1356481ecc3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517472dfdd5e1d46f1356481ecc3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17872dfdd5e1d46f1356481ecc3', 'width': 160}], 'name': 'K. S. Chithra', 'popularity': 68, 'type': 'artist', 'uri': 'spotify:artist:2IUtwMti1OiT3lkW6RubgH'}",K. S. Chithra,68,Mannar Mathai Speaking (Original Motion Picture Soundtrack),16,Malayalam sad songs,Sad,ma,0,4.392987387526114,23.179635041281283,42.263940116280004,44.09831842228326
"Ithaloornnu Veena (From ""Thanmathra"") - Cover Version",spotify:track:5fISsGz1kLHrqMdqgsPuLU,0.659,0.387,2,-7.732,0.0257,0.734,8.52e-06,0.25,0.561,101.034,263523,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4ZurNvWzlRxgl29TQJR2KQ'}, 'followers': {'href': None, 'total': 17}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/4ZurNvWzlRxgl29TQJR2KQ', 'id': '4ZurNvWzlRxgl29TQJR2KQ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273da5fe3cefd304cbd6772f938', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02da5fe3cefd304cbd6772f938', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851da5fe3cefd304cbd6772f938', 'width': 64}], 'name': 'Amithav Suresh', 'popularity': 0, 'type': 'artist', 'uri': 'spotify:artist:4ZurNvWzlRxgl29TQJR2KQ'}",Amithav Suresh,0,Super 4 Ishtaganangal (Cover Version),1,Malayalam sad songs,Sad,ma,1,31.926335413840853,5.224626923342978,70.355244023227,15.925639470244368
Palnilavinum,spotify:track:6aw0lFqzRZGksYgYfXt7MC,0.561,0.755,10,-4.86,0.0774,0.641,1.91e-05,0.346,0.966,171.574,247773,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2wPsNCwhEGb0KvChZ5DD52'}, 'followers': {'href': None, 'total': 2644318}, 'genres': ['filmi', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/2wPsNCwhEGb0KvChZ5DD52', 'id': '2wPsNCwhEGb0KvChZ5DD52', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdd746a334ae236bb7a95c1d5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dd746a334ae236bb7a95c1d5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dd746a334ae236bb7a95c1d5', 'width': 160}], 'name': 'K. J. Yesudas', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:2wPsNCwhEGb0KvChZ5DD52'}",K. J. Yesudas,62,Kaboolivala (Original Motion Picture Soundtrack),27,Malayalam sad songs,Sad,ma,2,38.68942595861034,65.46598602945204,2.393042503387784,86.49584257722971
Nanavere,spotify:track:4FnQuW9OgN966ZxXOKDLSL,0.616,0.286,2,-8.63,0.0462,0.77,2.39e-05,0.097,0.466,139.819,253910,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1RC082wbzG222UxdtsGZBL'}, 'followers': {'href': None, 'total': 336}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/1RC082wbzG222UxdtsGZBL', 'id': '1RC082wbzG222UxdtsGZBL', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27374f4b9c900182969fbf3c608', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0274f4b9c900182969fbf3c608', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485174f4b9c900182969fbf3c608', 'width': 64}], 'name': 'Tessa Chavara', 'popularity': 23, 'type': 'artist', 'uri': 'spotify:artist:1RC082wbzG222UxdtsGZBL'}",Tessa Chavara,23,Njandugalude Naatil Oridavela,41,Malayalam sad songs,Sad,ma,0,7.072692624606868,33.74162206425543,31.60371691395045,54.718582068116476
Ponnushassennum,spotify:track:1dCCXeITKcENbHJfikKdQt,0.634,0.336,9,-13.289,0.0328,0.466,8.8e-05,0.123,0.459,115.951,302947,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2HujlDCi1ggnUSdfgipUxE'}, 'followers': {'href': None, 'total': 303824}, 'genres': ['filmi', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/2HujlDCi1ggnUSdfgipUxE', 'id': '2HujlDCi1ggnUSdfgipUxE', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b5dafe1c123b8f12f078fb29', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b5dafe1c123b8f12f078fb29', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b5dafe1c123b8f12f078fb29', 'width': 64}], 'name': 'P. Jayachandran', 'popularity': 52, 'type': 'artist', 'uri': 'spotify:artist:2HujlDCi1ggnUSdfgipUxE'}",P. Jayachandran,52,Meghamalhaar (Original Motion Picture Soundtrack),24,Malayalam sad songs,Sad,ma,1,18.112207559273052,11.813772074485117,55.769946107226545,31.39581215699907
Kannum Nattu,spotify:track:4S1vF95N4BFnEvlmiiN8QO,0.375,0.538,2,-7.24,0.0484,0.692,0.0,0.169,0.541,80.834,230827,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1jX4vtRdkj4VsaMfIWzLUy'}, 'followers': {'href': None, 'total': 201}, 'genres': ['mollywood'], 'href': 'https://api.spotify.com/v1/artists/1jX4vtRdkj4VsaMfIWzLUy', 'id': '1jX4vtRdkj4VsaMfIWzLUy', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bfd59b37d58a99762178da12', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bfd59b37d58a99762178da12', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bfd59b37d58a99762178da12', 'width': 64}], 'name': 'Vidyadharan Master', 'popularity': 18, 'type': 'artist', 'uri': 'spotify:artist:1jX4vtRdkj4VsaMfIWzLUy'}",Vidyadharan Master,18,Kadhavaseshan (Original Motion Picture Soundtrack),25,Malayalam sad songs,Sad,ma,3,52.117960092226426,25.312868579890672,90.55250499567641,4.297447114913996
Cherupunjiri,spotify:track:2GWnFNCLFAasvLqqHlLKF6,0.585,0.252,10,-12.524,0.0347,0.875,0.0,0.13,0.333,79.99,261956,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/75IXbZzUYShK1S4MKcnXbb'}, 'followers': {'href': None, 'total': 18529}, 'genres': ['malayalam pop', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/75IXbZzUYShK1S4MKcnXbb', 'id': '75IXbZzUYShK1S4MKcnXbb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2dad2a19fc9cc3ea9ad6b543', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742dad2a19fc9cc3ea9ad6b543', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782dad2a19fc9cc3ea9ad6b543', 'width': 160}], 'name': 'Nikhil mathew', 'popularity': 42, 'type': 'artist', 'uri': 'spotify:artist:75IXbZzUYShK1S4MKcnXbb'}",Nikhil mathew,42,Maheshinte Prathikaaram,47,Malayalam sad songs,Sad,ma,3,53.24673589731442,26.792098464331726,91.55336338439558,7.2817364786324665
En Jeevane - Male Version,spotify:track:4h3UNXMAMi4TiR4tqqs9r9,0.496,0.321,2,-10.021,0.0305,0.619,4.3e-06,0.0992,0.263,157.78,325853,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2wPsNCwhEGb0KvChZ5DD52'}, 'followers': {'href': None, 'total': 2644318}, 'genres': ['filmi', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/2wPsNCwhEGb0KvChZ5DD52', 'id': '2wPsNCwhEGb0KvChZ5DD52', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdd746a334ae236bb7a95c1d5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dd746a334ae236bb7a95c1d5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dd746a334ae236bb7a95c1d5', 'width': 160}], 'name': 'K. J. Yesudas', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:2wPsNCwhEGb0KvChZ5DD52'}",K. J. Yesudas,62,Devadoothan (Original Motion Picture Soundtrack),23,Malayalam sad songs,Sad,ma,2,25.01429658500255,51.75191861123241,13.904669778476105,72.71257600376451
Ennamme Onnu Kaanaan,spotify:track:6afirDLnFSH0T0PM9QHHJD,0.8,0.423,2,-9.167,0.0293,0.0993,0.000145,0.134,0.412,104.005,274133,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2wPsNCwhEGb0KvChZ5DD52'}, 'followers': {'href': None, 'total': 2644318}, 'genres': ['filmi', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/2wPsNCwhEGb0KvChZ5DD52', 'id': '2wPsNCwhEGb0KvChZ5DD52', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdd746a334ae236bb7a95c1d5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dd746a334ae236bb7a95c1d5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dd746a334ae236bb7a95c1d5', 'width': 160}], 'name': 'K. J. Yesudas', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:2wPsNCwhEGb0KvChZ5DD52'}",K. J. Yesudas,62,Nammal (Original Motion Picture Soundtrack),27,Malayalam sad songs,Sad,ma,1,29.025242600209214,3.2676182570223076,67.41155980994769,18.9782576881309
Amma Mazhakarinu,spotify:track:0eRF7gJHVM5xVnI1QuagTl,0.561,0.499,8,-8.245,0.0313,0.407,0.0,0.0742,0.323,82.016,245053,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2wPsNCwhEGb0KvChZ5DD52'}, 'followers': {'href': None, 'total': 2644318}, 'genres': ['filmi', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/2wPsNCwhEGb0KvChZ5DD52', 'id': '2wPsNCwhEGb0KvChZ5DD52', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdd746a334ae236bb7a95c1d5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dd746a334ae236bb7a95c1d5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dd746a334ae236bb7a95c1d5', 'width': 160}], 'name': 'K. J. Yesudas', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:2wPsNCwhEGb0KvChZ5DD52'}",K. J. Yesudas,62,Madambi (Original Motion Picture Soundtrack),29,Malayalam sad songs,Sad,ma,3,50.94875564407531,24.17110625048588,89.37646422286937,3.2265972414648636
Kannethaa Dooram,spotify:track:21x0m2WoPqawddNOoeXbMY,0.419,0.172,4,-17.085,0.0346,0.921,0.032,0.0925,0.0408,124.478,302400,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0aUQnP4HhUQXcurZl9GJIA'}, 'followers': {'href': None, 'total': 1371624}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/0aUQnP4HhUQXcurZl9GJIA', 'id': '0aUQnP4HhUQXcurZl9GJIA', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba267db5c4c4d70ed1ab9c375', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a267db5c4c4d70ed1ab9c375', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a267db5c4c4d70ed1ab9c375', 'width': 160}], 'name': 'Vijay Yesudas', 'popularity': 59, 'type': 'artist', 'uri': 'spotify:artist:0aUQnP4HhUQXcurZl9GJIA'}",Vijay Yesudas,59,Joseph (Original Motion Picture Soundtrack),42,Malayalam sad songs,Sad,ma,0,13.16955731047042,21.08797850909725,47.94698713055248,40.54712638882673
Raapaadi,spotify:track:5fsqn0Pv14uekbM2S3MG4m,0.724,0.636,7,-5.738,0.0268,0.612,1.77e-05,0.206,0.462,112.621,276676,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2wPsNCwhEGb0KvChZ5DD52'}, 'followers': {'href': None, 'total': 2644318}, 'genres': ['filmi', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/2wPsNCwhEGb0KvChZ5DD52', 'id': '2wPsNCwhEGb0KvChZ5DD52', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdd746a334ae236bb7a95c1d5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dd746a334ae236bb7a95c1d5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dd746a334ae236bb7a95c1d5', 'width': 160}], 'name': 'K. J. Yesudas', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:2wPsNCwhEGb0KvChZ5DD52'}",K. J. Yesudas,62,Aakashadoothu (Original Motion Picture Soundtrack),19,Malayalam sad songs,Sad,ma,1,20.372661442602617,6.566019221473358,58.783625373960604,27.554780006728205
Oru Yatramozhiyode,spotify:track:4ByXO8RslxmnF3PYxmQqD3,0.375,0.391,10,-7.829,0.0296,0.823,9.86e-06,0.161,0.152,125.213,364627,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1rdQOMFFtoskDXXUVjiGo9'}, 'followers': {'href': None, 'total': 478235}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/1rdQOMFFtoskDXXUVjiGo9', 'id': '1rdQOMFFtoskDXXUVjiGo9', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6c88b5f7f43673d7da82976e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746c88b5f7f43673d7da82976e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786c88b5f7f43673d7da82976e', 'width': 160}], 'name': 'Shweta Mohan', 'popularity': 59, 'type': 'artist', 'uri': 'spotify:artist:1rdQOMFFtoskDXXUVjiGo9'}",Shweta Mohan,59,Kurushetra (Original Motion Picture Soundtrack),27,Malayalam sad songs,Sad,ma,0,7.8119293096447775,19.12433582769053,46.18167367051231,40.10356010565544
Aaro Viral - Male Version,spotify:track:0cCfkZz5JifdLmDIKxzxQa,0.71,0.493,0,-8.591,0.0276,0.133,0.0,0.0846,0.335,100.953,324347,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2wPsNCwhEGb0KvChZ5DD52'}, 'followers': {'href': None, 'total': 2644318}, 'genres': ['filmi', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/2wPsNCwhEGb0KvChZ5DD52', 'id': '2wPsNCwhEGb0KvChZ5DD52', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdd746a334ae236bb7a95c1d5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dd746a334ae236bb7a95c1d5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dd746a334ae236bb7a95c1d5', 'width': 160}], 'name': 'K. J. Yesudas', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:2wPsNCwhEGb0KvChZ5DD52'}",K. J. Yesudas,62,Pranayavarnangal (Original Motion Picture Soundtrack),39,Malayalam sad songs,Sad,ma,1,32.036177930344785,5.522484751494886,70.44803225683692,15.887781156364271
Sahibaa,spotify:track:2lMkpgEiIP4TAvDvJ1PLo1,0.626,0.684,4,-5.524,0.0408,0.558,0.012,0.158,0.623,144.019,281421,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2NoJ7NuNs9nyj8Thoh1kbu'}, 'followers': {'href': None, 'total': 2735044}, 'genres': ['filmi', 'ghazal', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/2NoJ7NuNs9nyj8Thoh1kbu', 'id': '2NoJ7NuNs9nyj8Thoh1kbu', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb65a752ef61def4fc6f67fc5a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517465a752ef61def4fc6f67fc5a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17865a752ef61def4fc6f67fc5a', 'width': 160}], 'name': 'Hariharan', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu'}",Hariharan,67,Anarkali (Original Motion Picture Soundtrack),41,Malayalam sad songs,Sad,ma,0,11.175580326489506,37.90217301917923,27.418516914291676,58.93217335075444
Nizhale,spotify:track:4U3uZpAWOgPl7UInBRwR0o,0.531,0.348,2,-14.155,0.0363,0.795,0.00705,0.0862,0.222,138.118,367282,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0aUQnP4HhUQXcurZl9GJIA'}, 'followers': {'href': None, 'total': 1371624}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/0aUQnP4HhUQXcurZl9GJIA', 'id': '0aUQnP4HhUQXcurZl9GJIA', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba267db5c4c4d70ed1ab9c375', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a267db5c4c4d70ed1ab9c375', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a267db5c4c4d70ed1ab9c375', 'width': 160}], 'name': 'Vijay Yesudas', 'popularity': 59, 'type': 'artist', 'uri': 'spotify:artist:0aUQnP4HhUQXcurZl9GJIA'}",Vijay Yesudas,59,Drishyam,14,Malayalam sad songs,Sad,ma,0,8.813087227875243,32.840346988810616,33.99314774377718,53.434611883035856
